data inicio,data termino,nome do evento,Tipo,Estado que ocorrerá,Impacto para a aviação,Dia da semana que iniciará,Dias restantes para o evento,Se terá possível emenda
2025-06-19,2025-06-19,Dia Internacional para Eliminação da Violência Sexual em Conflito,Data Comemorativa,Todos,Baixo,Thursday,-44,Sim
2025-06-19,2025-06-19,Dia Mundial de Conscientização sobre a Doença Falciforme,Data Comemorativa,Todos,Baixo,Thursday,-44,Sim
2025-06-19,2025-06-19,Dia Nacional do Luto,Data Comemorativa,Todos,Baixo,Thursday,-44,Sim
2025-06-20,2025-06-20,Ponto Facultativo (dia seguinte ao Corpus Christi),Data Comemorativa,Todos,Baixo,Friday,-43,Não
2025-06-20,2025-06-20,Dia do Revendedor,Data Comemorativa,Todos,Baixo,Friday,-43,Não
2025-06-20,2025-06-20,Dia do Vigilante,Data Comemorativa,Todos,Baixo,Friday,-43,Não
2025-06-20,2025-06-20,Dia do Refugiado,Data Comemorativa,Todos,Baixo,Friday,-43,Não
2025-06-20,2025-06-20,Início do Inverno (Solstício de Inverno),Data Comemorativa,Todos,Baixo,Friday,-43,Não
2025-06-20,2025-06-20,Dia do Advogado Trabalhista,Data Comemorativa,Todos,Baixo,Friday,-43,Não
2025-06-21,2025-06-21,Dia de São Luís Gonzaga,Data Comemorativa,Todos,Baixo,Saturday,-42,Não
2025-06-21,2025-06-21,Dia do Mídia,Data Comemorativa,Todos,Baixo,Saturday,-42,Não
2025-06-21,2025-06-21,Dia do Profissional de Mídia,Data Comemorativa,Todos,Baixo,Saturday,-42,Não
2025-06-21,2025-06-21,Dia do Aperto de Mão,Data Comemorativa,Todos,Baixo,Saturday,-42,Não
2025-06-21,2025-06-21,Dia Mundial do Skate,Data Comemorativa,Todos,Baixo,Saturday,-42,Não
2025-06-21,2025-06-21,Dia do Intelectual,Data Comemorativa,Todos,Baixo,Saturday,-42,Não
2025-06-21,2025-06-21,Dia Internacional do Yoga,Data Comemorativa,Todos,Baixo,Saturday,-42,Não
2025-06-21,2025-06-21,Dia Nacional de Controle da Asma,Data Comemorativa,Todos,Baixo,Saturday,-42,Não
2025-06-21,2025-06-21,Dia Nacional de Luta Contra a Esclerose Lateral Amiotrófica (ELA),Data Comemorativa,Todos,Baixo,Saturday,-42,Não
2025-06-21,2025-06-21,Dia Mundial da Girafa,Data Comemorativa,Todos,Baixo,Saturday,-42,Não
2025-06-22,2025-06-22,Dia de Levar o Cachorro para o Trabalho,Data Comemorativa,Todos,Baixo,Sunday,-41,Não
2025-06-22,2025-06-22,Dia do Orquidófilo,Data Comemorativa,Todos,Baixo,Sunday,-41,Não
2025-06-22,2025-06-22,Dia do Aeroviário,Data Comemorativa,Todos,Baixo,Sunday,-41,Não
2025-06-22,2025-06-22,Dia do Economiário,Data Comemorativa,Todos,Baixo,Sunday,-41,Não
2025-06-23,2025-06-23,Dia Mundial do Desporto Olímpico,Data Comemorativa,Todos,Baixo,Monday,-40,Não
2025-06-23,2025-06-23,Dia do Atleta Olímpico,Data Comemorativa,Todos,Baixo,Monday,-40,Não
2025-06-23,2025-06-23,Dia do Lavrador,Data Comemorativa,Todos,Baixo,Monday,-40,Não
2025-06-23,2025-06-23,Dia de São José Cafasso,Data Comemorativa,Todos,Baixo,Monday,-40,Não
2025-06-23,2025-06-23,Dia das Nações Unidas para o Serviço Público,Data Comemorativa,Todos,Baixo,Monday,-40,Não
2025-06-23,2025-06-23,Dia Internacional das Viúvas,Data Comemorativa,Todos,Baixo,Monday,-40,Não
2025-06-23,2025-06-23,Dia Nacional do Agente Marítimo,Data Comemorativa,Todos,Baixo,Monday,-40,Não
2025-06-23,2025-06-23,Dia Internacional das Mulheres na Engenharia,Data Comemorativa,Todos,Baixo,Monday,-40,Não
2025-06-24,2025-06-24,Dia de São João,Data Comemorativa,Todos,Baixo,Tuesday,-39,Sim
2025-06-24,2025-06-24,Dia da Polícia Militar,Data Comemorativa,Todos,Baixo,Tuesday,-39,Sim
2025-06-24,2025-06-24,Dia do Disco Voador,Data Comemorativa,Todos,Baixo,Tuesday,-39,Sim
2025-06-24,2025-06-24,Dia do Observador Aéreo,Data Comemorativa,Todos,Baixo,Tuesday,-39,Sim
2025-06-24,2025-06-24,Dia do Caboclo,Data Comemorativa,Todos,Baixo,Tuesday,-39,Sim
2025-06-24,2025-06-24,Dia Nacional da Araucária,Data Comemorativa,Todos,Baixo,Tuesday,-39,Sim
2025-06-24,2025-06-24,Dia da Indústria Gráfica,Data Comemorativa,Todos,Baixo,Tuesday,-39,Sim
2025-06-24,2025-06-24,Dia Internacional do Leite,Data Comemorativa,Todos,Baixo,Tuesday,-39,Sim
2025-06-24,2025-06-24,Dia da Comunidade Britânica,Data Comemorativa,Todos,Baixo,Tuesday,-39,Sim
2025-06-24,2025-06-24,Dia Mundial da Ufologia,Data Comemorativa,Todos,Baixo,Tuesday,-39,Sim
2025-06-25,2025-06-25,Dia Mundial do Marinheiro,Data Comemorativa,Todos,Baixo,Wednesday,-38,Não
2025-06-25,2025-06-25,Dia do Cotonete,Data Comemorativa,Todos,Baixo,Wednesday,-38,Não
2025-06-25,2025-06-25,Dia do Imigrante,Data Comemorativa,Todos,Baixo,Wednesday,-38,Não
2025-06-25,2025-06-25,Dia Mundial do Vitiligo,Data Comemorativa,Todos,Baixo,Wednesday,-38,Não
2025-06-26,2025-06-26,Dia Internacional contra o Abuso e Tráfico Ilícito de Drogas,Data Comemorativa,Todos,Baixo,Thursday,-37,Sim
2025-06-26,2025-06-26,Dia Internacional de Apoio às Vítimas de Tortura,Data Comemorativa,Todos,Baixo,Thursday,-37,Sim
2025-06-26,2025-06-26,Dia Nacional do Diabetes,Data Comemorativa,Todos,Baixo,Thursday,-37,Sim
2025-06-26,2025-06-26,Dia do Metrologista,Data Comemorativa,Todos,Baixo,Thursday,-37,Sim
2025-06-27,2025-06-27,"Dia Internacional das Micro, Pequenas e Médias Empresas",Data Comemorativa,Todos,Baixo,Friday,-36,Não
2025-06-27,2025-06-27,Dia Nacional do Vôlei,Data Comemorativa,Todos,Baixo,Friday,-36,Não
2025-06-27,2025-06-27,Dia Nacional do Progresso,Data Comemorativa,Todos,Baixo,Friday,-36,Não
2025-06-27,2025-06-27,Dia de Nossa Senhora do Perpétuo Socorro,Data Comemorativa,Todos,Baixo,Friday,-36,Não
2025-06-27,2025-06-27,Dia Nacional do Técnico em Nutrição e Dietética,Data Comemorativa,Todos,Baixo,Friday,-36,Não
2025-06-27,2025-06-27,Dia Nacional do Quadrilheiro Junino,Data Comemorativa,Todos,Baixo,Friday,-36,Não
2025-06-28,2025-06-28,Dia Internacional do Orgulho LGBT,Data Comemorativa,Todos,Baixo,Saturday,-35,Não
2025-06-28,2025-06-28,Dia de Santo Irineu,Data Comemorativa,Todos,Baixo,Saturday,-35,Não
2025-06-28,2025-06-28,Dia da Renovação Espiritual,Data Comemorativa,Todos,Baixo,Saturday,-35,Não
2025-06-29,2025-06-29,Dia Internacional dos Trópicos,Data Comemorativa,Todos,Baixo,Sunday,-34,Não
2025-06-29,2025-06-29,Dia de São Pedro e São Paulo,Data Comemorativa,Todos,Baixo,Sunday,-34,Não
2025-06-29,2025-06-29,Dia do Papa,Data Comemorativa,Todos,Baixo,Sunday,-34,Não
2025-06-29,2025-06-29,Dia do Pescador,Data Comemorativa,Todos,Baixo,Sunday,-34,Não
2025-06-29,2025-06-29,Dia do Dublador,Data Comemorativa,Todos,Baixo,Sunday,-34,Não
2025-06-29,2025-06-29,Dia do Telefonista,Data Comemorativa,Todos,Baixo,Sunday,-34,Não
2025-06-29,2025-06-29,Dia do Pescador Amador,Data Comemorativa,Todos,Baixo,Sunday,-34,Não
2025-06-29,2025-06-29,Dia Nacional da Aviação de Segurança Pública do Brasil,Data Comemorativa,Todos,Baixo,Sunday,-34,Não
2025-06-29,2025-06-29,Dia do Engenheiro de Petróleo,Data Comemorativa,Todos,Baixo,Sunday,-34,Não
2025-06-30,2025-06-30,Dia Internacional do Asteroide,Data Comemorativa,Todos,Baixo,Monday,-33,Não
2025-06-30,2025-06-30,Dia Internacional do Parlamentarismo,Data Comemorativa,Todos,Baixo,Monday,-33,Não
2025-06-30,2025-06-30,Dia da Mídia Social,Data Comemorativa,Todos,Baixo,Monday,-33,Não
2025-06-30,2025-06-30,Dia Nacional do Bumba Meu Boi,Data Comemorativa,Todos,Baixo,Monday,-33,Não
2025-06-30,2025-06-30,Dia Nacional do Fiscal Federal Agropecuário,Data Comemorativa,Todos,Baixo,Monday,-33,Não
2025-07-01,2025-07-01,Dia de Santo Aarão,Data Comemorativa,Todos,Baixo,Tuesday,-32,Sim
2025-07-01,2025-07-01,Dia Mundial da Arquitetura,Data Comemorativa,Todos,Baixo,Tuesday,-32,Sim
2025-07-01,2025-07-01,Dia da Vacina BCG,Data Comemorativa,Todos,Baixo,Tuesday,-32,Sim
2025-07-01,2025-07-01,Início do Julho Amarelo | Hepatites Virais (de 1 a 31),Data Comemorativa,Todos,Baixo,Tuesday,-32,Sim
2025-07-01,2025-07-01,Início do Julho Verde | Câncer de Cabeça e Pescoço (de 1 a 31),Data Comemorativa,Todos,Baixo,Tuesday,-32,Sim
2025-07-02,2025-07-02,Dia do Hospital,Data Comemorativa,Todos,Baixo,Wednesday,-31,Não
2025-07-02,2025-07-02,Dia do Bombeiro Brasileiro,Data Comemorativa,Todos,Baixo,Wednesday,-31,Não
2025-07-02,2025-07-02,Independência da Bahia,Data Comemorativa,Todos,Baixo,Wednesday,-31,Não
2025-07-03,2025-07-03,Dia Nacional de Combate à Discriminação Racial,Data Comemorativa,Todos,Baixo,Thursday,-30,Sim
2025-07-03,2025-07-03,Dia de São Tomé,Data Comemorativa,Todos,Baixo,Thursday,-30,Sim
2025-07-03,2025-07-03,Dia Internacional sem Sacos Plásticos,Data Comemorativa,Todos,Baixo,Thursday,-30,Sim
2025-07-04,2025-07-04,Dia de Fritar Ovos na Calçada,Data Comemorativa,Todos,Baixo,Friday,-29,Não
2025-07-04,2025-07-04,Dia do Operador de Telemarketing,Data Comemorativa,Todos,Baixo,Friday,-29,Não
2025-07-04,2025-07-04,Dia de Santa Isabel,Data Comemorativa,Todos,Baixo,Friday,-29,Não
2025-07-04,2025-07-04,Dia da Independência dos Estados Unidos,Data Comemorativa,Todos,Baixo,Friday,-29,Não
2025-07-05,2025-07-05,Dia Internacional do Cooperativismo,Data Comemorativa,Todos,Baixo,Saturday,-28,Não
2025-07-05,2025-07-05,Dia Mundial do Biquíni,Data Comemorativa,Todos,Baixo,Saturday,-28,Não
2025-07-06,2025-07-06,Dia de Construir um Espantalho,Data Comemorativa,Todos,Baixo,Sunday,-27,Não
2025-07-06,2025-07-06,Dia da criação do IBGE,Data Comemorativa,Todos,Baixo,Sunday,-27,Não
2025-07-06,2025-07-06,Dia de Santa Maria Goretti,Data Comemorativa,Todos,Baixo,Sunday,-27,Não
2025-07-06,2025-07-06,Dia Mundial das Zoonoses,Data Comemorativa,Todos,Baixo,Sunday,-27,Não
2025-07-06,2025-07-06,Dia de Levar o seu Webmaster para Almoçar,Data Comemorativa,Todos,Baixo,Sunday,-27,Não
2025-07-07,2025-07-07,Dia Mundial do Chocolate,Data Comemorativa,Todos,Baixo,Monday,-26,Não
2025-07-08,2025-07-08,Dia do Panificador,Data Comemorativa,Todos,Baixo,Tuesday,-25,Sim
2025-07-08,2025-07-08,Dia Nacional da Ciência e do Pesquisador,Data Comemorativa,Todos,Baixo,Tuesday,-25,Sim
2025-07-08,2025-07-08,Aniversário de Ouro Preto,Data Comemorativa,Todos,Baixo,Tuesday,-25,Sim
2025-07-08,2025-07-08,Dia Mundial da Alergia,Data Comemorativa,Todos,Baixo,Tuesday,-25,Sim
2025-07-09,2025-07-09,Dia da Revolução Constitucionalista,Data Comemorativa,Todos,Baixo,Wednesday,-24,Não
2025-07-09,2025-07-09,Aniversário de Boa Vista,Data Comemorativa,Todos,Baixo,Wednesday,-24,Não
2025-07-09,2025-07-09,Dia do Médico Oncologista,Data Comemorativa,Todos,Baixo,Wednesday,-24,Não
2025-07-10,2025-07-10,Dia da Pizza,Data Comemorativa,Todos,Baixo,Thursday,-23,Sim
2025-07-10,2025-07-10,Dia do Engenheiro de Minas,Data Comemorativa,Todos,Baixo,Thursday,-23,Sim
2025-07-10,2025-07-10,Dia Mundial da Lei,Data Comemorativa,Todos,Baixo,Thursday,-23,Sim
2025-07-10,2025-07-10,Dia da Saúde Ocular,Data Comemorativa,Todos,Baixo,Thursday,-23,Sim
2025-07-11,2025-07-11,Dia Mundial da População,Data Comemorativa,Todos,Baixo,Friday,-22,Não
2025-07-11,2025-07-11,Dia Nacional do Socorrista,Data Comemorativa,Todos,Baixo,Friday,-22,Não
2025-07-12,2025-07-12,Dia do Engenheiro Florestal,Data Comemorativa,Todos,Baixo,Saturday,-21,Não
2025-07-12,2025-07-12,Dia Nacional do Funk,Data Comemorativa,Todos,Baixo,Saturday,-21,Não
2025-07-12,2025-07-12,Dia de Malala,Data Comemorativa,Todos,Baixo,Saturday,-21,Não
2025-07-13,2025-07-13,Dia do Cantor,Data Comemorativa,Todos,Baixo,Sunday,-20,Não
2025-07-13,2025-07-13,Dia Mundial do Rock,Data Comemorativa,Todos,Baixo,Sunday,-20,Não
2025-07-13,2025-07-13,Dia do Engenheiro de Saneamento,Data Comemorativa,Todos,Baixo,Sunday,-20,Não
2025-07-13,2025-07-13,Dia dos Compositores e Cantores Sertanejos,Data Comemorativa,Todos,Baixo,Sunday,-20,Não
2025-07-14,2025-07-14,Dia do Propagandista de Laboratório,Data Comemorativa,Todos,Baixo,Monday,-19,Não
2025-07-14,2025-07-14,Dia da Liberdade de Pensamento,Data Comemorativa,Todos,Baixo,Monday,-19,Não
2025-07-14,2025-07-14,Dia de São Camilo,Data Comemorativa,Todos,Baixo,Monday,-19,Não
2025-07-14,2025-07-14,Dia do Engenheiro de Aquicultura,Data Comemorativa,Todos,Baixo,Monday,-19,Não
2025-07-14,2025-07-14,Dia do Administrador Hospitalar,Data Comemorativa,Todos,Baixo,Monday,-19,Não
2025-07-15,2025-07-15,Dia do Homem,Data Comemorativa,Todos,Baixo,Tuesday,-18,Sim
2025-07-15,2025-07-15,Dia Nacional dos Clubes,Data Comemorativa,Todos,Baixo,Tuesday,-18,Sim
2025-07-15,2025-07-15,Dia Nacional do Pecuarista,Data Comemorativa,Todos,Baixo,Tuesday,-18,Sim
2025-07-15,2025-07-15,Dia Mundial das Habilidades dos Jovens,Data Comemorativa,Todos,Baixo,Tuesday,-18,Sim
2025-07-16,2025-07-16,Dia do Comerciante,Data Comemorativa,Todos,Baixo,Wednesday,-17,Não
2025-07-16,2025-07-16,Dia de Nossa Senhora do Carmo,Data Comemorativa,Todos,Baixo,Wednesday,-17,Não
2025-07-16,2025-07-16,Dia Mundial da Cobra,Data Comemorativa,Todos,Baixo,Wednesday,-17,Não
2025-07-17,2025-07-17,Dia de Proteção às Florestas,Data Comemorativa,Todos,Baixo,Thursday,-16,Sim
2025-07-17,2025-07-17,Dia Mundial do Emoji,Data Comemorativa,Todos,Baixo,Thursday,-16,Sim
2025-07-17,2025-07-17,Dia do Curupira,Data Comemorativa,Todos,Baixo,Thursday,-16,Sim
2025-07-18,2025-07-18,Dia Internacional de Nelson Mandela,Data Comemorativa,Todos,Baixo,Friday,-15,Não
2025-07-18,2025-07-18,Dia de São Francisco Solano,Data Comemorativa,Todos,Baixo,Friday,-15,Não
2025-07-18,2025-07-18,Dia do Trovador,Data Comemorativa,Todos,Baixo,Friday,-15,Não
2025-07-18,2025-07-18,Dia Mundial da Escuta,Data Comemorativa,Todos,Baixo,Friday,-15,Não
2025-07-19,2025-07-19,Dia de Mostrar a Língua,Data Comemorativa,Todos,Baixo,Saturday,-14,Não
2025-07-19,2025-07-19,Dia da Caridade,Data Comemorativa,Todos,Baixo,Saturday,-14,Não
2025-07-19,2025-07-19,Dia Nacional do Futebol,Data Comemorativa,Todos,Baixo,Saturday,-14,Não
2025-07-19,2025-07-19,Dia de São Símaco,Data Comemorativa,Todos,Baixo,Saturday,-14,Não
2025-07-20,2025-07-20,Dia do Amigo e Internacional da Amizade,Data Comemorativa,Todos,Baixo,Sunday,-13,Não
2025-07-20,2025-07-20,Chegada do Homem à Lua,Data Comemorativa,Todos,Baixo,Sunday,-13,Não
2025-07-20,2025-07-20,Dia Nacional do Biscoito,Data Comemorativa,Todos,Baixo,Sunday,-13,Não
2025-07-20,2025-07-20,Dia Pan-americano do Engenheiro,Data Comemorativa,Todos,Baixo,Sunday,-13,Não
2025-07-20,2025-07-20,Dia Internacional do Xadrez,Data Comemorativa,Todos,Baixo,Sunday,-13,Não
2025-07-21,2025-07-21,Dia Nacional do Garimpeiro,Data Comemorativa,Todos,Baixo,Monday,-12,Não
2025-07-22,2025-07-22,Dia de Santa Maria Madalena,Data Comemorativa,Todos,Baixo,Tuesday,-11,Sim
2025-07-22,2025-07-22,Dia Mundial do Cérebro,Data Comemorativa,Todos,Baixo,Tuesday,-11,Sim
2025-07-22,2025-07-22,Dia do Cantor Lírico,Data Comemorativa,Todos,Baixo,Tuesday,-11,Sim
2025-07-23,2025-07-23,Dia do Guarda Rodoviário,Data Comemorativa,Todos,Baixo,Wednesday,-10,Não
2025-07-23,2025-07-23,Dia de Santa Brígida,Data Comemorativa,Todos,Baixo,Wednesday,-10,Não
2025-07-24,2025-07-24,Dia Internacional do Autocuidado,Data Comemorativa,Todos,Baixo,Thursday,-9,Sim
2025-07-24,2025-07-24,Dia de São Charbel Makhlouf,Data Comemorativa,Todos,Baixo,Thursday,-9,Sim
2025-07-24,2025-07-24,Dia Nacional do Suinocultor,Data Comemorativa,Todos,Baixo,Thursday,-9,Sim
2025-07-24,2025-07-24,Dia da Tequila,Data Comemorativa,Todos,Baixo,Thursday,-9,Sim
2025-07-25,2025-07-25,Dia da Imigração Alemã no Brasil,Data Comemorativa,Todos,Baixo,Friday,-8,Não
2025-07-25,2025-07-25,Dia de São Cristóvão,Data Comemorativa,Todos,Baixo,Friday,-8,Não
2025-07-25,2025-07-25,Dia do Escritor,Data Comemorativa,Todos,Baixo,Friday,-8,Não
2025-07-25,2025-07-25,Dia do Colono,Data Comemorativa,Todos,Baixo,Friday,-8,Não
2025-07-25,2025-07-25,Dia do Motorista,Data Comemorativa,Todos,Baixo,Friday,-8,Não
2025-07-25,2025-07-25,Dia de São Tiago Maior,Data Comemorativa,Todos,Baixo,Friday,-8,Não
2025-07-25,2025-07-25,Dia da Mulher Negra Latina e Caribenha,Data Comemorativa,Todos,Baixo,Friday,-8,Não
2025-07-25,2025-07-25,Dia Mundial de Prevenção do Afogamento,Data Comemorativa,Todos,Baixo,Friday,-8,Não
2025-07-26,2025-07-26,Dia da Vovó,Data Comemorativa,Todos,Baixo,Saturday,-7,Não
2025-07-26,2025-07-26,Dia dos Avós,Data Comemorativa,Todos,Baixo,Saturday,-7,Não
2025-07-26,2025-07-26,Dia Nacional do Arqueólogo,Data Comemorativa,Todos,Baixo,Saturday,-7,Não
2025-07-26,2025-07-26,Dia do Recepcionista,Data Comemorativa,Todos,Baixo,Saturday,-7,Não
2025-07-26,2025-07-26,Dia Mundial de Proteção aos Manguezais,Data Comemorativa,Todos,Baixo,Saturday,-7,Não
2025-07-27,2025-07-27,Dia de Levar suas Plantas para Passear,Data Comemorativa,Todos,Baixo,Sunday,-6,Não
2025-07-27,2025-07-27,Dia do Motociclista,Data Comemorativa,Todos,Baixo,Sunday,-6,Não
2025-07-27,2025-07-27,Dia Mundial de Conscientização e Combate ao Câncer de Cabeça e Pescoço,Data Comemorativa,Todos,Baixo,Sunday,-6,Não
2025-07-27,2025-07-27,Dia de São Pantaleão de Nicomédia,Data Comemorativa,Todos,Baixo,Sunday,-6,Não
2025-07-27,2025-07-27,Dia do Pediatra,Data Comemorativa,Todos,Baixo,Sunday,-6,Não
2025-07-27,2025-07-27,Dia Nacional da Prevenção de Acidentes do Trabalho,Data Comemorativa,Todos,Baixo,Sunday,-6,Não
2025-07-28,2025-07-28,Dia do Agricultor,Data Comemorativa,Todos,Baixo,Monday,-5,Não
2025-07-28,2025-07-28,Dia Mundial de Luta Contra as Hepatites Virais,Data Comemorativa,Todos,Baixo,Monday,-5,Não
2025-07-29,2025-07-29,Dia de Santa Marta,Data Comemorativa,Todos,Baixo,Tuesday,-4,Sim
2025-07-29,2025-07-29,Dia Internacional do Tigre,Data Comemorativa,Todos,Baixo,Tuesday,-4,Sim
2025-07-30,2025-07-30,Dia Internacional da Amizade,Data Comemorativa,Todos,Baixo,Wednesday,-3,Não
2025-07-30,2025-07-30,São Pedro Crisólogo,Data Comemorativa,Todos,Baixo,Wednesday,-3,Não
2025-07-30,2025-07-30,Dia Mundial contra o Tráfico de Pessoas,Data Comemorativa,Todos,Baixo,Wednesday,-3,Não
2025-07-30,2025-07-30,Dia do Cirurgião Geral,Data Comemorativa,Todos,Baixo,Wednesday,-3,Não
2025-07-30,2025-07-30,Dia Mundial do Bordado,Data Comemorativa,Todos,Baixo,Wednesday,-3,Não
2025-07-31,2025-07-31,Dia do Orgasmo,Data Comemorativa,Todos,Baixo,Thursday,-2,Sim
2025-07-31,2025-07-31,Dia de Santo Inácio de Loyola,Data Comemorativa,Todos,Baixo,Thursday,-2,Sim
2025-07-31,2025-07-31,Dia Mundial do Guarda-Florestal,Data Comemorativa,Todos,Baixo,Thursday,-2,Sim
2025-08-01,2025-08-01,Dia Nacional do Selo,Data Comemorativa,Todos,Baixo,Friday,-1,Não
2025-08-01,2025-08-01,Dia Internacional da Cerveja,Data Comemorativa,Todos,Baixo,Friday,-1,Não
2025-08-01,2025-08-01,Dia Nacional dos Portadores de Vitiligo,Data Comemorativa,Todos,Baixo,Friday,-1,Não
2025-08-01,2025-08-01,Dia do Cerealista,Data Comemorativa,Todos,Baixo,Friday,-1,Não
2025-08-01,2025-08-01,Dia Mundial da Amamentação,Data Comemorativa,Todos,Baixo,Friday,-1,Não
2025-08-01,2025-08-01,Dia Mundial do Câncer de Pulmão,Data Comemorativa,Todos,Baixo,Friday,-1,Não
2025-08-01,2025-08-01,Início da Semana Mundial da Amamentação (de 1 a 7),Data Comemorativa,Todos,Baixo,Friday,-1,Não
2025-08-01,2025-08-01,Início do Agosto Dourado | Aleitamento Materno (de 1 a 31),Data Comemorativa,Todos,Baixo,Friday,-1,Não
2025-08-01,2025-08-01,Início do Agosto Verde-Claro | Linfoma (de 1 a 31),Data Comemorativa,Todos,Baixo,Friday,-1,Não
2025-08-02,2025-08-02,Dia de Santo Eusébio de Vercelli,Data Comemorativa,Todos,Baixo,Saturday,0,Não
2025-08-03,2025-08-03,Dia do Capoeirista,Data Comemorativa,Todos,Baixo,Sunday,1,Não
2025-08-03,2025-08-03,Dia do Tintureiro,Data Comemorativa,Todos,Baixo,Sunday,1,Não
2025-08-03,2025-08-03,Dia de Santa Lídia,Data Comemorativa,Todos,Baixo,Sunday,1,Não
2025-08-03,2025-08-03,Dia do Fim da Censura no Brasil,Data Comemorativa,Todos,Baixo,Sunday,1,Não
2025-08-04,2025-08-04,Dia do Padre,Data Comemorativa,Todos,Baixo,Monday,2,Não
2025-08-04,2025-08-04,Dia do Sacerdote,Data Comemorativa,Todos,Baixo,Monday,2,Não
2025-08-04,2025-08-04,Dia de São João Maria Vianney,Data Comemorativa,Todos,Baixo,Monday,2,Não
2025-08-05,2025-08-05,Dia Nacional da Saúde,Data Comemorativa,Todos,Baixo,Tuesday,3,Sim
2025-08-05,2025-08-05,Dia de Nossa Senhora das Neves,Data Comemorativa,Todos,Baixo,Tuesday,3,Sim
2025-08-05,2025-08-05,Dia de Santo Osvaldo de Nortúmbria,Data Comemorativa,Todos,Baixo,Tuesday,3,Sim
2025-08-05,2025-08-05,Aniversário de João Pessoa,Data Comemorativa,Todos,Baixo,Tuesday,3,Sim
2025-08-05,2025-08-05,Aniversário da Fundação da Paraíba,Data Comemorativa,Todos,Baixo,Tuesday,3,Sim
2025-08-05,2025-08-05,Dia Nacional da Farmácia,Data Comemorativa,Todos,Baixo,Tuesday,3,Sim
2025-08-05,2025-08-05,Dia do Médico Patologista,Data Comemorativa,Todos,Baixo,Tuesday,3,Sim
2025-08-05,2025-08-05,Dia Nacional da Vigilância Sanitária,Data Comemorativa,Todos,Baixo,Tuesday,3,Sim
2025-08-06,2025-08-06,Dia de São Salvador do Mundo,Data Comemorativa,Todos,Baixo,Wednesday,4,Não
2025-08-06,2025-08-06,Dia Nacional dos Profissionais da Educação,Data Comemorativa,Todos,Baixo,Wednesday,4,Não
2025-08-06,2025-08-06,Dia Interamericano do Escotista,Data Comemorativa,Todos,Baixo,Wednesday,4,Não
2025-08-07,2025-08-07,Dia de São Caetano,Data Comemorativa,Todos,Baixo,Thursday,5,Sim
2025-08-07,2025-08-07,Dia Nacional do Documentário Brasileiro,Data Comemorativa,Todos,Baixo,Thursday,5,Sim
2025-08-07,2025-08-07,Aniversário do Rio Grande do Norte,Data Comemorativa,Todos,Baixo,Thursday,5,Sim
2025-08-08,2025-08-08,Dia de São Domingos de Gusmão,Data Comemorativa,Todos,Baixo,Friday,6,Não
2025-08-08,2025-08-08,Dia Nacional de Combate ao Colesterol,Data Comemorativa,Todos,Baixo,Friday,6,Não
2025-08-08,2025-08-08,Dia Interamericano da Qualidade do Ar,Data Comemorativa,Todos,Baixo,Friday,6,Não
2025-08-09,2025-08-09,Dia Internacional dos Povos Indígenas,Data Comemorativa,Todos,Baixo,Saturday,7,Não
2025-08-09,2025-08-09,Dia Nacional da Equoterapia,Data Comemorativa,Todos,Baixo,Saturday,7,Não
2025-08-09,2025-08-09,Dia Internacional do Coworking,Data Comemorativa,Todos,Baixo,Saturday,7,Não
2025-08-10,2025-08-10,Dia dos Pais,Data Comemorativa,Todos,Baixo,Sunday,8,Não
2025-08-10,2025-08-10,Dia de São Lourenço,Data Comemorativa,Todos,Baixo,Sunday,8,Não
2025-08-10,2025-08-10,Dia Internacional do Biodiesel,Data Comemorativa,Todos,Baixo,Sunday,8,Não
2025-08-10,2025-08-10,Dia da Solidariedade Cristã,Data Comemorativa,Todos,Baixo,Sunday,8,Não
2025-08-10,2025-08-10,Dia da Preguiça,Data Comemorativa,Todos,Baixo,Sunday,8,Não
2025-08-11,2025-08-11,Dia da Televisão,Data Comemorativa,Todos,Baixo,Monday,9,Não
2025-08-11,2025-08-11,Dia do Advogado,Data Comemorativa,Todos,Baixo,Monday,9,Não
2025-08-11,2025-08-11,Dia Internacional da Logosofia,Data Comemorativa,Todos,Baixo,Monday,9,Não
2025-08-11,2025-08-11,Dia do Estudante,Data Comemorativa,Todos,Baixo,Monday,9,Não
2025-08-11,2025-08-11,Dia do Garçom,Data Comemorativa,Todos,Baixo,Monday,9,Não
2025-08-11,2025-08-11,Dia de Santa Clara de Assis,Data Comemorativa,Todos,Baixo,Monday,9,Não
2025-08-11,2025-08-11,Dia do Magistrado,Data Comemorativa,Todos,Baixo,Monday,9,Não
2025-08-11,2025-08-11,Dia do Médico Acupunturista,Data Comemorativa,Todos,Baixo,Monday,9,Não
2025-08-12,2025-08-12,Dia Internacional da Juventude,Data Comemorativa,Todos,Baixo,Tuesday,10,Sim
2025-08-12,2025-08-12,Dia Nacional das Artes,Data Comemorativa,Todos,Baixo,Tuesday,10,Sim
2025-08-12,2025-08-12,Dia Mundial do Elefante,Data Comemorativa,Todos,Baixo,Tuesday,10,Sim
2025-08-12,2025-08-12,Dia Nacional dos Direitos Humanos,Data Comemorativa,Todos,Baixo,Tuesday,10,Sim
2025-08-13,2025-08-13,Dia do Canhoto,Data Comemorativa,Todos,Baixo,Wednesday,11,Não
2025-08-13,2025-08-13,Dia do Economista,Data Comemorativa,Todos,Baixo,Wednesday,11,Não
